Show,Review,Rating
The Witcher,"I don't think I would ever have thought a series adaptation of Witcher would have come out so seamless. Having read the books and played the games, I really think that the series has captured the essence of 'not all monsters are evil' and that most of the evil monsters are in fact human. In addition, the ensemble cast of three different simultaneous narratives work well chronologically, and the fight scene in the ""Butcher of Blavekin"" is not only insanely filmed and acted, but also pays more homage to books and lore by showing how Geralt got that name. All actors in this series fit perfectly, even though they don't completely resemble that of the books, such as Triss and Yennifer, I do believe they hold their own personalities well, and add a lot to the story.Following on, women in this series are shown to be strong and independent without the reliance of them being godlike, each power they possess has a downside, just like all others. This is a pleasurable change in series nowadays, and in fact it shows more cunningness and intelligence in characters such as yennifer must find other ways to control their powers and bypass their cons.",10
The Witcher,Reached Episode 3 and got too see Triss Marigold..Was sooo looing forward to seeing how they made her brilliant red hair..Just to find out that they crap on it and made her a brunette ..Almost made me stop watching it,7
The Witcher,Ahhh yeah love it! Feels a bit of everything in here. From GOT to Avatar to Dungeons & Dragons! Fantasy mind bend with a seriously cool main dude. Best effort so by Netflix. So gutted will be soooo long wait for next series!,8
The Witcher,"Plasctic armor (it's really just painted plastic), wich doesn't protect from any kind of blow, even easy one. Why they even wear it if it so useless
Infantry charging cavalry wich have highground. Not even in formation with spears, but skirmishing with swords and axes. So dumb. I understand that it's fantasy but it soooo bad. Put at least small portion of logic, please.Original world of Witcher had logic, your's recreation - not",1
The Witcher,"NON-LINEAR MOSAIC STORYTELLING
Now, Netflix has handled the entire structure of the first season remarkably well, and if you are TRULY familiar with the original source material by Sapkowski - that is - several stand-alone short stories, you have to admit that Netflix has weaved those stories together, thread by thread, into a complete mosaic. Understandably, people with no previous knowledge of the Witcher universe, may feel a bit lost, but in order to grasp what is going on, piece by piece, you just need to pay attention, follow the dialogue carefully and watch for clues and signs. I mean, this is part of the experience and it the show, in this regard, does not ask way too much - it is no Godard or Antonioni, for God's sake... for example - if one character has a partially grey beard and in a later episode, he is sporting a similar black beard, it is hard to figure out, timeline-wise, when is this or that episode happening Try to watch it, focus on the show, shut down your social media and put down your mobile phones, and you'll get it. All in all, Netflix clearly crafted the first season to let the viewers experience the world of the Witcher from different perspectives, introducing pivotal motifs of the saga, while incorporating key points from Sapkowski's short stories with the goodly portion of monster fights and magic.
ACTING
Very strong performances are delivered by Cavill (he IS Geralt), Anya Chalotra and Freya Allan. Besides the main trio of protagonists, there are can be found very good and convincing acting by others, most notably, the characters of Jaskier, Stregobor, Mousesack, Tissaia de Vries and Cahir are all excellent and memorable portrayals. To be honest, Jodhi May as Queen Calanthe is just phenomenal as she often steals it when she is 'on stage'.
FIGHTING
Geralt's fighting choreography is almost unbelievable and the way how the scenes are executed visually is breathtaking - from camera angles to cuts - everything looks extremely smooth and effective - a true dance of death. Conversely, Geralt's struggles with various monsters are depicted as more brutal, visceral and full of improvisation. In terms of fight/battle scenes without Cavill's Geralt, there is much left to be desired, but, again, not when compared with other shows' rather poor way of handling such action sequences. But, looking at Cavill's fencing choreography, one would like to see the same quality of choreography in case of other members of the cast.
BELIEVABLE, DOWN-TO-EARTH AESTHETICS
It must be mentioned that I also like the overall aesthetic direction of the show, since it rather tries to use normal-average locations in Poland, Hungary or the Canary Islands. A wise decision which makes the locations enough eclectic and distinct from one another, but it simultaneously oozes a certain degree of believability in its toned-down environments, so much so that it's easy to imagine that it is happening on the Continent.
YENNEFER BACKSTORY
Lauren Schmidt has enriched such a difficult material with additional, albeit no less important, pieces to complete the mosaic - a personal story of Yennefer, the most powerful sorceress of the Continent, who has always been 'THE ONE' for Geralt - a woman of his life, though in terms of Yennefer's ability to fulfil her most innate desires and wishes, she seems to be powerless. Lauren Schmidt, in my opinion, understood the importance to highlight this dichotomy in Yennefer's character within the Wither's Saga, and, the TV series succeeds remarkably in creating a concise storyline and development for Yennefer to manifest how steep price has to be paid by Yennefer, and such rendition of her backstory helps the viewers to better understand her personality and motivations.
GERALT and YENNEFER
Besides, the on-screen bond between Cavill's Geralt and Chalotra's Yennefer works incredibly well and their romantic/love scenes are a treat to watch. Unlike in the early seasons of the GOT, they seem to be believable and, whilst they incorporate some nudity here and there, it simply feels much more tasteful in both aesthetic and narrative sense.
MUSIC
I certainly like the style of the music, which tries to finds its own tone without (un)intentional use of very strong and iconic soundtracks of CD Projekt Red's Witcher games. In sum, it has the much-needed Slavic flavour and works as a background musical nuances emphasising particular mood of the scenes and it is equally successful in several tense action scenes. Plus, Jaskier, faithful to his profession of the bard, performs some memorable pieces from his repertoire - a nice touch by Netflix.
VISUALS
Unfortunately, the CGI is the weakest ingredient of the show, and as such, the strongest monster fights are the one with more profound use of the practical effects, masks and etc. Secondly, the design of the Nilfgaardian armour is horrible, it does not work, it looks cheap and it is painfully obvious - I sincerely hope for the change in the second season. Costumes, wigs and make-up, on the other hand, somehow manages to save the day, especially in case of Geralt's, Jaskier and Yennefer's outfits. It is a strange mix of quasi-Venetian, partially Elizabethan and to some extent Tudor mix of clothing with a pinch of what is to be perceived as 'medieval' , but this blend of styles culminates into something that looks rather refreshing and unique.
ADAPTATION
To begin with, I've read the short stories and the books by Sapkowski already in the 90s, and he is one of the fantasy writers I held in high regard, though I've also played all the major CD Projekt Red's games, and there have been one of my favourite RPGs. I also love GOT, but these two serious should be compared because they are about absolutely different things, which becomes even more tangible when you are familiar with the source materials - that is Sapkowski's original short stories (each around 60 pages) and Martin's the ASOIAF saga. First of all, it must be mentioned that the Witcher games focused considerably more on the politics than Sapkowski's books, not to mention the short stories that were originally conceived as stand-alone/serialised stories based on classic Slavic/Anglo-Saxon/Nordic folklore with narrative underpinning from several fairly-tales, albeit with a twist. Even the books are revolving around a trio of central protagonists of Geralt, Yennefer and Ciri with some important secondary or recurring ones, following essentially one underlying storyline about Ciri's role as a child of destiny. As oppose to the GOT or Martin's ASOIAF, the main focus of Sapkowski's works has never been on the shady political machinations, huge military conflicts and warring factions or dynasties. Yes, these things are happening in Sapkowski's works, but they rather embody the role of the background as oppose to the GOT, where these elements are, in fact, in the foreground with myriad of main characters compared to the Witcher saga.
VERDICT
I expected a good old classic fantasy full of exciting fights, plenty of unique manifestations of magic and occasional doses of wit and light-hearted humour - and - Netflix has delivered it.
THE UGLYSorry NETFLIX, but the aesthetics of Nilfgaardian armour is just..... unbearable. I mean, you should have used black/dark variations of classic Roman Lorica or, at least, something like Artorius' armour from Fuqua's version of King Arthur.",10
The Witcher,"Sold!! this series is a perfect example of how to follow source material the first episode has just the right blend of action and story it is only the first season so it does need to build the characters up mind you and not jump straight into high stakes as there would be no point to it, its just how the hugely successful games did it and I can not fault that in anyway. If you are new to the Witcher or already a fan this show is certainly worth a watch.
I will say I am a fan of the books and games and I feel like this show is a nice blend of the two and as a fan of the universe I am in no way outraged at how they handled this adaptation 10/10 all the way well done to all the guys involved in this show keep it up.",10
The Witcher,"Will be 10/10 for you if you liked GOT.
Will be 1/10 for you if you dislike generic hollywood production.This show had so much potential. But whoever produced this instead opted for cheap show designed to fill in the gaps after GOT ended for huge $$$. Nothing to do with witcher lore which is just exploited for prime example of cultural appropriation. In essence, mindless gory-fest with woke crap mixed in and strong empowered woman here and there.",1
The Witcher,"The production of The Witcher is pretty epic...it's obvious Netflix went all in on this, and it paid off as far as the cinematography is concerned.The acting...meh...honestly my issue was not with the acting. I am a huge fan of this series so I kind of had an idea of what to expect (or at least I thought I did) but for some reason a lot of the material that was turned into a script for this series ..it just didn't work for me. There were a lot of ""serious"" or ""intense"" moments that just came across so corny to me, but I can't figure out WHY....it just isn't connecting for me.I was expecting to love this series on a GOT level....instead, I am left feeling as puzzled as I was watching Westworld season 2 lol. Other people are seeming to enjoy it so far, so maybe it's just me...maybe I'll give the first few episodes a rewatch before continuing on... But as of right now, it just isn't drawing me in the way I expected it to.I still recommend it, mainly because the cinematography, again, is BREATHTAKING....plus I am hardly arrogant enough to think that a series is no good just because I personally didn't care for it. Here is hoping something changes for me and I start enjoying it as much as everyone else here!",5
The Witcher,"I'm lost for words which is a first. Remember when LOTR came to life in 2001 and we were all amazed with the visuals and the story telling and the acting? What a time to be alive, having the chance to see another masterpiece before the end of the decade. Omg I cannot stress enough how much I loved this, just binged the whole season in not even a day. I am so impressed and so excited for the next season. This is exactly what this generation needs, to see how we grew up with amazing shows like this - QUALITY OVER QUANTITY people!",10
The Witcher,"As a fan of the games and reader of Lady of the lake, I am really pleased where this is going. The trailers had me concerned Cavill wouldn't deliver but his love for the character shown through. He had some great moments in this episode and I'll definitely be binging the rest this weekend.",10
The Witcher,"This series is not really made for those without prior knowledge of the short stories or novels. Thankfully, however, it is better than the 2001 Polish movie and the 2002 TV series.The good: Henry Cavill was an excellent choice to play Geralt of Rivia. He embodies the titular Witcher not only in his physical appearance but also his demeanor - professional and uninterested in the political turmoil going on around him. The costume design is generally good and the overall production value is high, though of course not on par with Game of Thrones.The bad: The series starts out slow and does not really get going until about episode 4, which is midway through the first season. As mentioned above, unless you have some prior familiarity with the story either through the novels or video games, things can be really confusing at first. Moreover, the supporting cast is uneven - some are good, others are quite bad. Same for the dialogues.It remains to be seen if the showrunners can pull off a good TV series. Season one was short and a bit meandering. It is as if the writers didn't know where to begin the story and ended up trying to fit the events in the short stories and novels into just a few episodes, finally setting down on basing the series loosely on the first novel but then running out of time to really do justice to that story arc during the first season.My hope - and it seems this is the direction of the series, once the writers made up their minds - is that this version of The Witcher will focus on the story of Geralt, Yennefer, and Ciri as told in the main novels. In my opinion, this would make for most engrossing story of The Witcher, but it would require better development of some characters and even some changes from what we got in the first few episodes.",7
The Witcher,"Let me start by saying that I enjoyed the whole season, except the last episode which was pretty anticlimactic. This series has many positives but also some really bad negatives.I particularly liked acting by Henry Cavill (Geralt), Freya Allan (Ciri). I liked the setting, most of the storytelling (except of the rushed Yenefer's origin story).And now let's dive into the negatives. First of all, I really disliked some of the Afroamerican casting, especially for the role of Fringilla. I'm open to including people of all colors (we are all humans after all), but only when it works with the story. Witcher is known for displaying the racial fights, kind of advocating for equality, but disregarding the physical attributes of the characters in the source material is just dumb.
Secondly, I don't understand why they messed up the Nilfgaardian costumes that much. At one moment you can visibly see the modern balaclava in a close up! And don't get me even started on the stupid leather wrinkles! Moments like this make the show look ""cheap"" while others look just spectacular.Overall score is 7.5/10",7
The Witcher,"Writing, acting, filming, everything was perfect. I watched the whole season (8 episodes) in under 8 hours. Loved this show",10
The Witcher,I registered an account just for this review. Its actually a well-done title. I have never played the witcher game but I read the book. This is recommended,1
The Witcher,"I've only watched 2 episodes so far but I'm hooked. It's a tv show I find myself not even useing my phone at all during. Even to get on here to see if I know a person from something else. Why can't people just be happy that they made a show. I'm glad I see more good reviews than bad. Over people giving bad reviews cuz they didn't get their way or things don't go the way they want. Well then maybe you should be the writer and behind the camera then don't ya think? Bet it be horrible cuz you wouldn't know what your doing lmao ??. And then you'd be the one with the bad reviews. Just like things for what they are, cuz it's a gift that we even get things like sequels and or shows that didn't necessarily need to happen",9
The Witcher,"I mean I love Witcher, books were part of my childhood, Witcher3 is one of my favorite games. And I hate to say that messing up the characters just makes me feel annoyed too much, if you are new to the series- I guess it's ok, but not for me.",1
The Witcher,"Zero experience with the games and source material. Perhaps if I had, I wouldn't feel like I'm being jerked in different directions every ten minutes. Also, really 9.5? I know it's just been released but this show is definitely overratedNo character development. I can't ""root"" for a single character. Sets and costumes, special effects, and fight choreography are great. But if you don't give me someone to care about, I won't keep watching. Henry Cavill is watchable but his character has no decent backstory or connection to anyone or anything, and I'm halfway through it already. After anxiously awaiting this for so long, I feel cheated.",2
The Witcher,A boring and ridiculous series whose events are never connected. You will get lost and you follow it. They spent a lot of money on nothing.,1
The Witcher,More seasons please!!! #love it!Well done #Netflix,10
The Witcher,"As the title says amazinglytrue to the lore of the Witcher universe. I did have my concerns when I learned that ""Superman"" Cavill was going to play the Witcher, but I've seldom seen such love and devotion to a role and universe, so my corcerns was quickly kicked to the corner. Cavill is the embodiment of Gerald of Rivia in every single moment of every episode",9
The Witcher,"I've been waiting for this show since it was announced and the wait is over.
I don't have much to say about The Witcher all I can say is that it is simply magic. 10/10 Worth",10
The Witcher,"I have seen two episodes so far, and I am loving it. I hope they didn't rush it; and the storyline and characters weaves seamlessly into one another. Still watching... Its made already though.",10
The Witcher,This series had so much potential but the terrible on-the-nose dialogue and the boring uninspired cinematography really made this a unbearable to watch. Each scene drags on for way to long and the pacing of the episodes is ruined by unnecessary scenes.I really wanted this to be good because I love both the Withcer books and the games :(Do yourself a favor and pass on this.,2
The Witcher,Absolutely bloody magnificent. The finest sword choreography ever. Cant believe we gotta wait till 2021 for season 2. Henry Cavill IS Geralt of Rivia.,10
The Witcher,"Awesome show . Henry C is cast so perfectly cast as the lead character.
The production is high and direction is awesome !
Such an exciting show probably better than GoT .
This is the best show in tv now !
Long live the Witcher !***Update started to become boring and lost interest due to story failing to become more as episodes went on **** perhaps the source material is juvenile as well ?",6
The Witcher,"I watched 5 episodes till now and it's really good. I don't understand why people are comparing it with GoT. I think any sort of Fantasy shows will now be compared with GoT now we are in that zone. Nobody is appreciating The Witcher uniqueness all I've been seeing from morning is some random critic saying ""it's no GoT"" well I'm a huge fan of GoT but you can't dwell in the past and compare apples with oranges.This so called critics insulting Witcher is just pathetic if they don't like it they could tell it's not a good show without comapring with GoT. The Witcher is definitely worth a watch and you will like it if you watch it with open mind.",9
The Witcher,Flawless series so far. Let's hope it won't finish like Game of Thrones.,10
The Witcher,Its way better than got. Characters are more interesting and intriguing. Fith scenes with sword the best I have ever seen!,9
The Witcher,Cavill's Witcher 10/10 but Yennefer and Ciri really really ugly maybe they can be good actress but the not deserve role. The witcher madallion tragicomic. And finally 8 episode? 8 ? Are you kidding? I dont understand this season. Sorry but I will not wait 2 season this short tv series. Short short shooooooooort,7
The Witcher,"Writing weak, more Hokus than Pocus. May give up after third episode.",6
The Witcher,"Henry Cavill really loves this character and it absolutely shows. He gives it his all as Geralt and tries his best with the dialogue to make it his own The fighting scenes are outstanding, brutal and well choreographed. The cinematography is pretty great as well, nothing really stands out but the world they've created is beautiful at best.",8
The Witcher,"I have read a few of the books and played TW3 game, so I knew what I was getting into - I can't think of a better way the books and lore could have been played out, in film or TV.I watched the first season in one day, I just couldn't stop watching. I loved the story, the action, characters, the aesthetics..... just bravo from everyone involved!!!I have to hand it to Henry Cavill, who embodies Geralt so perfectly. In hindsight you can always say ""I couldn't imagine any one else in the role""....like Downey Jr as Iron Man for example. I'm not sure how true this is, we will never know.... but I certainly think Cavill IS Geralt, and I'm hoping this gets multiple seasons, as him and everyone else have tuly made something special that I will be eager to watch multiple times, and hope to see more of.The possibilities for this going forward are HUGE!",9
The Witcher,"The first episode was quite promising. After that the so called ""underrepresented"" races and genders take over in typical Netflix production style.The books are set in a mythical version of northern Europe in medieval times.
Netflix used the vast visions of the books and their locations/medieval European people types and thought ""F it! Lets just change it so the series is basically Geralt of Africa instead""This is further compounded by the fact that with every passing episode the series just gets worse and worse (more and more black out of places characters, more and more feminists including a tribe of mixed race feminist elves).Cinematography wise its good and some of the acting is good to great.
Film locations are confusing as hell. One minute it looks like hes in a barren, snow desert and the next minute it looks like hes on an arid island.Very disappointing and overly woke. Give it a miss",2
The Witcher,"Of course, don't pay any attention on the terrible overacting and the horrible directing...Why should you take a look on that things.
Armor look like a cheap plastic.
The script seems to have been written by a five-year-old girl, and money was given only for the salary of the main actor. The new fan film (Half a century of poetry later 2019 Alzur's Legacy) also has a weak script, but it was even more pleasant to watch than this tolerant nonsense.",1
The Witcher,"Show was okay as dumb entertainment, but i cant get over the whispering from Cavill. Most childish thing since batman. Who thought that was a good idea??",7
The Witcher,"I love how they interduce characters, ecpecially Yen ?.",10
The Witcher,"I watched 5 episodes and still there's no clear gaol to the story because it's collection of short stories, i got confused so many time watching this , maybe the novel fans love this , but not for me , it feels like 8 short cheap films put together,
of course as usual Netflix had to involve politics even in fantasy show.
as a guy who played the game i can say that this show definitely doesn't have the feel of the amazing world of the witcher . Like every Netflix adaptation , it feels like cheap copy",6
The Witcher,In whole honesty I can't imagine how some critic can rate this 0/100. Only way I can think of it is that Netflix hasn't paid enough for 'reviews'. This show deserves a chance :),9
The Witcher,"Oh my god what have they done. They have taken a great book series that was translated into a brilliant video game series and removed it from any shred of reality.
The fight scenes are great and it feels like they spent all of their money on choreography and realised that their was no money left for script-writing and cinematography. The camera angles and colour changes in post are tacky, the one-liners are uninspired and lackluster.
The entire story has been remixed into something different and something not entertaining. It looks like they have gone out of their way to make this bad.BUT if you have never heard of the witcher and never engaged with anything to do with the concept before, maybe you will enjoy it. When compared to what has come before for this series, it is terrible.I have a soft spot for Henry Cavill, and I struggle to understand the acting choices here. He acts like a first year drama student, one shot will have 0 emotion and the next will have 3 at the same time. I want to believe it was the result of confusing direction, the rest of the show seems to have confusing direction so why not.",3
The Witcher,"Just watch it, you wont be disappointed if you played the witcher games or read the books or even if u are new to the witcher world, this show is 10/10 from me.",5
The Witcher,"Well, this is very dissapointing. As a huge fan of book series I'm on episode 6 and bored as hell. How could such interesting and complex characters become so dull and flat? Emotions, humor, charisma, cheekiness are lost on generic pretty faces, and even that is a miss. Casting is a huge miss sadly, even Ciri and the Witcher. Everyone is gorgeous, but lifeless. Flasing and Henry's chest occasionaly doesn't save the case.
The storybuilding is a miss, the worldbuilding is miss, timeline is all over the place, nothing is interesting nor captivating. We are shown elves, monsters, mages, battles, Brokinon, dryads, everything is shoved in our faces, none of it makes any sense or has any meaning behind. The scenery is pretty, when it's not very obvious CGI. Such rich, detailed, complex world is again lifeless on the screen.
I'm so very very sad, the Witcher stories have so much soul and unique charm to them. Instead we get to see lots and lots and lots of Calante being cliche badass woman, Yennifer being cliche strong woman who's seen ""crap"" and Ciri running through woods and doing nothing. Yay, fun...",4
The Witcher,"As a huge witcher fan, I love how close the show has been to the books. They not only take the short stories in the book ""the last wish"" and bring them to life, they also introduce what actually is going on in the timeline for other characters. It flows very well and I honestly am very impressed as I wasnt expecting it to be as good as it is.",9
The Witcher,"The only one who is good in this series is Henry cavill, plays geralt very well. Everything else Looks just cheap, would Not advise anyone to watch this. The costumes don't look any good, first episode is very boring, I really don't understand why people give this show a 10. It's Not the same quality as GoT or Westworld",1
The Witcher,"Was a good watch overall but the first two episodes felt thin, rushed, and not well scripted. The last few episodes were much more filled out and better quality. But they may want to get someone else to write season 2, it could have been so much better especially the end. All the best parts of the books were right there to put to film yet the writers went and made every great moment in the books, mediocre at best on the screen.Overall the show has potential to be great, but they need to get rid of the writer with someone of higher quality. Someone who knows how to add depth to the characters, since all of them in this show were very thin at best.",8
The Witcher,I don't usually do review but this is one of the best thing happening in a long time.. I'm a huge fan of the book series and the game's and for my humble opinion this it perfect. Hopefully for the next season will have much more money for special effects 10/10.,10
The Witcher,It is a decent if you do not count racist cultural appropriation. Netflix had a chance to finally give just a little to Slavic people and they used it to promote cultural appropriation. Could have been better,8
The Witcher,"Worst cgi I have seen in years. At least on a good TV. The cast is a complete failure expect the witcher. I am a huge witcher game and book fan and this is just bad. Camera work, cutting, screenplay. Everything.",3
The Witcher,"I am an eternal fan of the Witcher, and I was waiting with anticipation to see the Netflix release. While I feel they skipped quite a few essential parts of the story (like the reason why Ciri needs to find Geralt and her connection to him), it is understandable. Overall the story is captivating, and I only hope they will do the books justice and finish it properly!",9
The Witcher,"Compared to a lot of fantasy series, this one was above average, but still felt like it missed the mark a bit.The whole timejumping back and forth didn't work for me and made the story less engaging. A lot of the plot felt like scenes had been cut here or there, which made the more exposition heavy sections (the bard even makes a 4th wall joke about this) feel clunky.I still watched the series in one day and I did enjoy most of it. Just for the love of all that is unholy hire a better CGI team for next seasons dragon!!!",7
The Witcher,"I'm very glad they decided to make this... It's a pretty good TV series... The acting, writing and direction are all very good... Excellent production values as well... Beautiful landscapes and an excellent music score to boost... It might seem a bit rushed at the start but it does start coming into its own around the 3rd episode and becomes pretty epic... Stick around and you shouldn't be disappointed...Initially, I was a bit disappointed with Henry Cavill's selection... I had the idea of a witcher in my head and it was someone more along the lines of Mads Mikkelsen... But keep watching and you'll see Henry Cavill does an excellent job and really does make the character his own...And don't be deceived by critics that compare this to Game of Thrones... That's like saying you don't like chicken because it doesn't taste like beef... Judge things on their own merits, rather than on your preconceived notions of what you would like them to be...Here's hoping there are many more seasons to come... :)",10
The Witcher,"Just saw 2 episodes and I was just amazed by every single detail. The story, the character build-up and the graphics that took my breath away. I haven't seen GoT but I am sure this is equivalent or even better than GoT.",10
The Witcher,Perfect Replacement of Game Of Thrones.Main Character Plays Each Role Perfectly.,10
The Witcher,Totally worth watching it. Your not gonna regret it at allll!!,10
The Witcher,"Worth investing the time to understand, and when you do the show really rewards your effort.The show has a complex timeline to it with different timelines all shown at once. But at least it's nowhere near as confusing as Westworld, and is equally as rewarding.The casting is brilliant, and Geralt's fight scenes incredible - especially as Henry Cavill did all his own stunts.",10
The Witcher,"What is wrong with Netflix? They launched with great shows, but are now just throwing money at pretentious and at times terrible shows. This series is just a pretentious mess.
The production value is high, but the writing, the pacing, the acting is just bad. Cavill is trying to make Geralt a macho dude, which Jason Statham is just better at. It even sounds like the lines you hear him say were dubbed in post-production, like they did with Bane in The Dark Knight.
The music comes in at weird times and just doesn't match what you see on screen.
The first 20 minutes are so convoluted with names and events in the past, that I had no idea what the hell they were talking about. Impossible to remember all of it.
Next up: a young girl, no introduction, not even a name, is beside some man and a woman knighting people, unexplained why or where they are or who they are.
And this keeps going on for the rest of the first episode: scenes and characters put together without exposition. So, after 1 episode I didn't care for any character.
Just rewatch the very first episode of Game of Thrones, and see how writers and directors should introduce a vast new world and characters.
Then the action scenes: not impressed at all because there is no tension. There is no sense of danger. I guess the director thought: if it looks good, it is good. That is not how an action scene makes people care. It's the tension and possible danger that makes action scenes impressive to watch.
The nudity: it's there, but doesn't need to be there. If you watch it, you'll know what I mean. It's like the director thought: this will make it look mature. It does the opposite. It makes it look desperate.
I haven't read the books, and a show should not require me to have read the books to be interested. I played the games, and they are amazing compared to this pretentious mess. If a game can tell the story better than a show with actors, writers, directors, ... then you know they messed up.
Knowing this show is already confirmed to have a second season, shows that Netflix management doesn't give a crap anymore about quality.",4
The Witcher,"Terrible acting, terrible cgi, terrible plot, it's rubbish. It's as good as zena warrior princess. Should be a bbc show, clearly low budget with a few murders. Mentioning GOT alongside this should be outlawed. On a different level. Would be like Mike Tyson v Barry Mcquigan. AVOID.",1
The Witcher,"I watched the first episode, didn't understand a damn thing of what was going on. Maybe this is for people that played the game or read the books. It makes me sick hearing folks compare this to Game of Thrones. Game of thrones first episode was a lot clearer for people who havent read the books, and it was quite easy to understand who is who and what was going on. Here there are just cheap battles, poor writing and silly acting. And now Superman talks like Batman. GG Netflix. You proved to me once again how incapable you are of hiring good screenplay writers and solely rely on CGI and marketing. If the majority of people think this is 10 stars, then yes, the world is going down......",1
The Witcher,"Watched half of the first episode after all the hype today and high imdb rating. But the characters are shallow, there is no believability in their interactions and no tension created. On top of which the lead character seems to have been plucked out of some soft metal band (e.g. Europe). Comparisons with GoT are way off the mark - maybe some of the settings and scenery but that's about it. Overall not worth watching, there's plenty of better stuff out there atm (mrs maisel, watchmen, unbelievable, succession etc).",4
The Witcher,Fun af. Good humor. Good swordplay. And lots of other good things.,10
The Witcher,"I did not read books nor play the games. Just wanted to get some entertainment, and...
After two episodes, I have still no idea what are the main goals of the main characters. I am not sorry for anyone who dies, I am not worried about those who are still alive. Simply I do not care. The show produced no emotions so far.
Storyline looks as if it has been chopped by crazy editor, scenes that should bring emotions are often boring.
Yet, there is something in the show that makes you want to see what happens next.",3
The Witcher,"I only had time to watch the first two episodes. I was looking forward to this serie a lot. Sure thing it's not perfect to every one, it's just impossible. But for me its amazing. I really enjoyed the dialogues, the humor, the fighting scenes, the mood in the scenes with geralt are pur gold. alone in the woods or with the peoples, he is always the witcher, a mutant with a lot humanity. I understand that some peoples are not feeling my 10/10 review.. but stop this 1/10 reviews because its not a 1*, this is not fair to the cast and netflix, who did again a great job.. The Witcher is not GOT and not lord of the rings or what ever. It is its own fantasy world. A world of great, dark and interessting and hopefully a lot more adventures to come during the next years. Netflix take my money, you deserve it!",1
The Witcher,"Henry Cavill showed us that he can be the ""Geralt Of Rivia"". He embrace the role. And the fight scenes was very good. The story telling was perfect. I loved everyting about this show.I recommend to everyone.",9
The Witcher,I genuinely had high hopes for this show but the writing looks like it's made for a teenage audience. The costume design is below average for such an expensive production. It's disappointing since I have been a fan for a long time. What does need to be said is Henry Cavill was the only excellent character. The others are alright but the bard needs to be killed off. Jaskier made the show unwatchable.,2
The Witcher,The Witcher series has a huge following and for good reason. Not only does it present some exciting fantasy action but spins normal fantasy tropes in slightly different directions.Geralt the character is one who doesn't want to get involved just get paid! But along the way he sees some of the ugly sides of humanity in conjunction with the ugly physical side of monsters.This aspect translates very well in Netflix's The Witcher series. The key here is this show runner and staff really know the books. Cavill appears to have a bachelors degree in Witcher novels because he IS Geralt of Rivia. They show doesn't pull punches. It doesn't cheese down the action. It presents it brutally so that the audience gets that same feeling - man monsters are ugly and damn people are uglier.It's dark. It's awesome. It's binge-worthy.,9
The Witcher,"I don't understand why whoever is in charge of decision making saw fit to change stuff that don't need changing and fix stuff that's not broken.The witcher is not an obscure series, thanks in part to the games, you can't just steal its name and put whatever you want in it. PEOPLE WILL KNOW! And they will be pissed.I've said it before and I'll say it again, Yennifer and Tris was poorly cast. Her voice is too screechy and ultimately made the character seems too annoying. I always imagine her played by someone like Eva Green, someone with an attractive and eloquent voice and commanding presence. Tris in this series just have zero screen presence.I don't know if they can recover from this. Dead characters are dead and bad changes are set. It may take a miracle for this series going forward to be good again.",6
The Witcher,I genuinely had high hopes for this show but the writing looks like it's made for a teenage audience. The costume design is below average for such an expensive production. It's disappointing since I have been a fan for a long time. What does need to be said is Henry Cavill was the only excellent character. The others are alright but the bard needs to be killed off. Jaskier made the show unwatchable.Disappointing to see that the show makes the Istredd and Yennefer relationship more believable than Yen and Geralt.,2
The Witcher,"I want to state I already done my review but after watching very closesly whole season I must say this series very good but dont deserve rating 9. Main problem of series is not plot, not fighting scenes neither are the armors of Nilfgaard which brought a lot of controversy all of those are great except maybe the armors :). Story is wonderfuly told, monster are amazing and fighiting scenes of Geralt are amazing. I would like to say some actors should receive great pay rise like Adam Levy(Mousesack), Joey Batey ( Jaskier ) he is really great as Jaskier, MyAnna Buring playing as Tissaia teacher of Yennefer and finaly the Gaia Mondadori as Pavetta all of them are really good in their acting and portraying their characters. The main problem of series is really poor leading cast- Henry Cavill might be muscle guys with talent yet he as Geralt is rather dull and worries about him were rather correct(those hairs ), the same goes with Yennefer the spite actress is beautiful she dosent suits the role the same Ciri. Paradox of the series is that Adam Levy probably would be far greater Geralt than Cavill, the same goes with Yennefer actress MyAnna Buring is so majestic in her roles as charming sorcerers mistress than probably everyone would prefer her as Yennefer! The same is with Ciri they took wrong actress to play Ciri I would greatly believe the Gaia Mondadori would be greater Ciri. Never before watching anything I felt that so many secondary role actors would be far better in main roles and that is just pity because while watching this series I get serious feeling to many leading actors received their roles through connections not proper interviews!. One last thing that truly disturbed me the most were some stupidity concerning Political Correctnes. I understand that nowadays their can't be movie tv show or simple spectacl without afro-americans or other race groups which is really sad but I understand Black Mages (which really suits their roles),messengers or even Dryads which cant be funny but creating black elf or afro-american Knight (barbarians/warriors ok) but knights?this is seriously disgraceful to any kind of history.",8
The Witcher,"I just watched 3 episode of this series so far and all the 3 episodes are outstanding. They have created a masterpiece. The sword fighting are breathtaking. As a GOT lover I don't want to compare with. Both the series have their own different story. Don't bring GOT into here. GOT and The Witcher both are masterpiece.
Happy watching.",10
