Review,Rating
"Last episode let it down with characters making stupid decisions to go after lost causes and having weak dialog. I think the show could have concluded on the 11th episode and I'd have been happy at that. At the best of times the show was frustrating watching characters bicker with each other in life and death situations or seeing them needlessly sacrifice themselves.Another particularly frustrating thing to see was Nam-Ra only utilise her strength in the last episode when she could have done more in previous episodes to help the group.Also at times it was very convenient how dozens zombies would be chasing characters in one scene, and then in the next scene it wouldn't show how the characters had somehow outran them, the particular scene coming to mind is Onjo's father in the stairwell during the evacuation of the politicians.Some things I really liked: the virus origin story, it was refreshing to see a different take with a zombie virus that could be explained. And with a sad story behind it. I also really enjoyed the setting of most of it taking place in the school. The show was very tense at times, and the setting really added to it.I really liked Park Mi-Jin, her bratty attitude and lines were very funny. And Onjo's father and his undying will to save his daughter really added the sad drama to the show.The show also created some very good characters which you want to see fall, and it delivers on that front as well.Overall while not a perfect show, it is very entertaining and delivers a fresh addition to the zombie genre. Hopefully that is the show done because I wouldn't want to see them make another season.",7
"Netflix's bots are rating this up, otherwise I don't understand how this could be a +7 / almost 8 serie. Do you a favor and don't loose time with this one.",1
"A different kind of zombie story with good actors and lots of goore, but suffers from inconsistence wrighting.Interesting plot, realistic science and creative tactics.Stupid characters, ridiculous logical decisions and lots of plot holes.All in all a show i recommend to watch, if you can stand people screaming all the time while still trying to hide from flesheating zombies attracted to sound.",7
"From like 20 characters only 3-4 characters who have good acting, the rest is meh, many plot holes,and the story is average,the characters doing dum thing and that make no sense because it workwith that budget they should make a far better series than this,kingdom is far better than this if you want watch korean zombie.Character development is meh,
the only good character is the bully villain with white jacket, the annoying girl with pink jacket and the mc.The Dectetive,the one who good in fight,the Big boy,mc best friend,and class leader is decent,the rest team is trash, fmc trash, archer girl and her friends trashthe only good thing about this series is cinematography.",5
"All of us are deadBursting with well executed zombie action scenes and a plot that's as emotional as it is dire and dreadful. It is also teeming with an array of characters that you would love and hate. It starts and ends well, in a way that accommodates a second season if approved.It was also overly long and drawled, leaving room for so much redundancy. A lesser number of episodes with shorter runtime would have worked better.",8
"The show is intense but still has humor. Not as dark as the Kingdom, but intense enough for a zombie show. I think it is the only zombie show that looks so much into the humanity and relationship, and social problems. So in that sense, it is quite soft, not as hardcore as the Kingdom.",8
I do like this show alot for what it is. The plot is engaging and emotional and the action scenes are exciting I just have one problem with it that was frequent throughout. If you're one of those people that hate when people make dumb decisions in scary movies you will agree with me here. There is way too much standing around when people should be running away.. and does somebody have to coincidentally fall down every time they are running to add suspense? If someone you know gets bitten do you really need to stand there and cry for 5 min while zombies are actively chasing you. Just so many situations where common sense in a survival situation is just thrown out the window and it just kills me sometimes lol. But besides that I'd say this is overall a good zombie show and despite my criticisms I still binge watched the whole thing as apparently I still wanted to see more/what would happen next.,7
I really don't understand the logic behind all of these good reviews. Only watched two episodes and I couldn't find myself to finish the rest. The concept was good but watching a show where all the characters are dumb af is extremely aggravating and makes you want to throw the remote at the screen. Every character makes stupid decisions and just stands there and does nothing the entire time. This show was a joke. Nothing compared to the masterpiece of train to Busan.,1
I really wanted to like this series. Interesting start. Lovable and hateable characters. Wayyyyyyyy overdrawn and annoying at times. They jumped the shark so many times.The plot holes are cavernous.It's so cheesy it's disgusting.It's pretty much anime in live action. Not in a good way.,2
"Just finished the last episode of All of Us Are Dead, and was so utterly underwhelmed that it felt like taking to IMBd to write my first and only review was the closest I'd come to feeling vindaction after being duped by the +7 average rating.For the people checking out the IMDb ratings, weighing whether or not to get into this show like I was, there are no spoilers, because this review is for you.Having watched Squid Game and Parasite, I was quick to buy in to the high praise, figuring I could get past a quirk or two that comes with the dubbed over English translation, in lieu of a good storyline. There were definitely quirks, but more glaring were the absurdly ridiculous plot holes, (ie. Seemingly insurmountable situations inexplicably overcome courtesy of a convenient cut scene), unrealistic/completely irrational behavior of the characters in the show (where the thought that ""no one in their right mind would do that"" takes away from the everything else), and protagonists that flat out suck to watch.Giving credit where credit is due - I did watch all 12 episodes after all; albeit, teetering on turning it off the entire time. It brings just enough to the table to keep you invested in terms of production value and SFX. I will also say, it does bring a fresh take to the zombie genre as other reviewers have mentioned.But all of the good is heavily outweighed by the crimgeworthy dialogue, the comically poor decisions of the main characters, and the lazy writing leading to jarring gaps in storyline.If you read this and decide to watch anyway, which you probably will, do yourself a favor by drastically lowering your expectations. And if after the first 11 episodes, you aren't yet completely pissed off that you're still watching, then the last episode will surely do the trick, (ep 12 is an infuriating turd of a conclusion that will finally confirm your suspicions that, yes, you too were also catfished by that 7.7 IMDb rating"").",4
"Guess what this Gen Z said ""This show is so violent "" lol what ? This is zombie apocalypse not romance, do you think this is Hollywood when there's kisses and nudity and cringy criticism? No this is korean they work so hard , they have incredible actors and all the crews behind camera , this is not WARM BODIES OR WORLD WAR Z , if you want no violent shows go somewhere in Netflix you will find bunch of garbage, btw I loved this series and I hope to see more of this story in future because we all now that netflix doesn't care if you liked or not ,they care about views numbers if this is successful so 100% there's s2 and 3 .",10
If you want crippling depression this show will give it for sure. It has fantastic writing which builds suspense and has meaningful characters. I would definitely watch this show with someone as it can get really intense. It is never hard to follow and has a solid plot. I enjoyed watching this show even though it did not end like I would have wanted.,10
"""All of us are dead"" is a classic zombie drama with a lot of action, thriller and horror elements. Even though the story is nothing groundbreaking, it doesn't fail to deliver enjoyment to the viewers that seek for zombies and epic action.My overall impression of the drama's story is not very great, not very bad either. It was a mediocre story and there were many unnecessary and illogical things for me to accept. Also, several same (or almost same) things and events happened which made the story repetitive and tedious at times. What I liked the most, was how it manages to show how differently everyone acts in order to survive or to save someone else.",7
"Another master piece of Korean Zombie movies. After Train to Bushan this is a take to live the struggle to live. Average 12 hours are worth giving. All characters did strong enough to wait for next season. Among all this kind of movies realizes us that what is different to be a human. Relationship, family and friends. The sacrifices which worth to keep your beloved breathing.LOVED the 12 hours waiting for another.",8
"I started this show with very high hopes, as it's first episodes shown well done Zombie action. The makeup was really great, the effects were cool, and overall, everything Zombie related was pretty well done. And although that persisted throughout the episodes, I must say that it's script is, sadly, one of the stupidest, worst written and most obnoxious ones I've watched in a long time.Every time, every single time, a character opened their mouth or made any kind of decision, I just wished for all the cast to be eaten by zombies right then and there. Every single death from this first season was due not to the zombies themselves, but to every single character in the show having less common sense than a rock. Characters made the worst decisions they could have for every single scenario.This became extremely obnoxious half through the season, and the last two chapters I just straight skipped dialogue scenes because I couldn't bear to watch more of the plot.The zombies are cool tho, so if you are a fan of the genre, I guess it's still enjoyable to some extent. Just be prepared for the plot.",5
I like this korean series... The emotional scenes and the characters are the highlighted one.also the acting of gwi nam is truly wonderful.does chong san really died? I give hope for the return of chong san.. He is such a awesome character... I liked him. Waiting for 2nd season.,9
"Simply put, this series had a great opening but jumped the shark as quickly as it began. The characters are what reduced my score from potential 8 stars. They simply became too annoying from half-way and on. I got so infuriated with the teenagers whining and arguing to no end. The whole season was like watching a cat fight. I can see one or two brash characters, but almost all of them either physically or mentally abuse one other. Is that Korean culture for kids to act that way? There are barely any redeemable quality any of the teens possessed. And some plots dragged for far too long like Gwami and the suicidal girl (forgot her name). She is the perfect character to be redeemed; to do something that mattered to the plot in a positive way. Sadly they made her an even more of a depressing villain. It's sad to say, but I kind of wished all of the kids turned at the end. They were that badly written.",4
"Although this is a Teenage horror. It is probably rated 19+ for the gore. The horror, as in other Kdramas ike Squid Game, Hellbound, is something other than the obvious. It is also about the people around you and bullying - even when you turned into a zombie.That's the clever part. But there are inconsistencies (like unnecessary sacrifices, stupid moves, and turning up the sentiments - parents dying ), some continuity issues in the beginning and maybe suffers a bit from a large cast. The chaos breaks out at end of episode 1 before all the characters were introduced just to grab your attention. And that is a bit hasty. We want entertainment, but we are not starved.At first there were multiple groups, including the cop that was interviewing the science teacher, the first aid x military dad, the arrow group and the main group in the music studio. This is needed to connect and elaborate the story but you know who is the main character group is. It would be too perfect for bullied girl to get even with the annoying bullying guy. There are some good plot points with mutation, rain/ thunder and toilet making.There are also well done set pieces like the intentional infection, rooftop scenarios and the dispair turning into some hope last episode. Technically well done but some holes like martial law can order such a strike without Parliament/heads of state approval? The assembly person seems to be a setup for next season? The rain gave them water, but no food for like 4-5days???",7
This web Series Batter then other Zombie web series.And i really like this all characters.spacial Nam-ra an gwi-nam. And This series want a 9/10 Rating.An I want know about last scene..?An I'm very excited for second Season.,9
"Only get what netflix has and this is ten times better than that new overacted series Chocolate its nice to see a Korean man treat a lady politely unlike the majority of KD.
It's silly and cute but people do die in it so not just a soft series.",9
"Recently, I have been trying so hard to get hooked on another K- drama. All I ask is that they keep the humor fresh and the romance sweet.In two episodes, I am already drawn in. I now hope that some romance occurs, but the future of this drama is yet to be determined.The series follows Ye Ri, a South Korean heiress when she accidentally falls into North Korea after a paragliding accident. All because of a tornado that had flying tractors. I laughed when she pointed that out.I hope Ye Ri has a good character development arc, I would love to see her grow. You bet I will continue to watch this. Sign me up, you got a fan.",10
"Look id give this a 10 but I'm only into it 5 episodes in and who knows if its gonna get stupid i dont think it will but will adjust my rating later if needed, typical i hate 90% of KD for the obvious reasons but the 10% that are good are really good and have to say this is pretty flawless, the two main characters have chemistry and the writing is spot on.I you dont like this your wasting your time with KD because this is first rate in every way.
this should be the highest rated show in Korea but it isn't because it's not a childish romcom per say",9
"I don't watch much KD or Korean movies as so many are the same kind of romance drama repackaged. So far this one has kept my interest except when Yoon Se-ri stopped being the strong woman she started out as.
One reason this KD does not have a higher rating in SK and US is that it airs on cable channel/pay TV/ Netflix which normally have a relatively smaller audience compared to free-to-air TV/public broadcasters (KBS, SBS, MBC and EBS).",9
"What makes this KD different from other KDs?
1. They used older actors which IMO are better in acting. Hyun Bin & Son Ye Jin are definitely the best choice for RJH & YSR character. The chemistry are inevitable!
2. The story is flawless and not boring. There's a speck of love story, comedy, and action in one KD. What not to love?
3. Beautiful sceneries. Omo.
4. Everything makes sense. No stupid magic or ghosts whatever.",10
"Anywhere from ""Memories of the Alhambra"" to extreme like ""Rampant"" , ""Crash Landing on You"" is by far more captivating. Anywhere from little hints to Looks of shuttle love gets me on the edge of my seat, but it's his emotions that make it so heartbreaking. He really brings so much emotional acting to the scenes and I should have known watching memories of the Alhambra. But, this has definitely got me hooked. Everyone wants a knight and shining armor with an edge. Korean dramas are much more on spot compared to many and I have to say the writers went where the love and mystery meet...where no one can go. Thank you and I hope to continue watching many more!",10
"I even joined to this page to rate u guys. that's the only way we can pay our gratitude for u on making such a great drama. I really love this drama.I've got no words. I love the whole team guys.
I've been waiting for something like this and happy that i was recieved it. I am so in love with all actors and most specifically Hyun Bin and Ye jin. Thanks for the amazing acting.
Don't like to get addicted to dramas,that's what I usually do.But I failed this time. I am so much crazy about the whole drama,can't even wait up for new ones.
Anyway,will remember this love story forever and i hope there's gonna be a happy ENDING.
Love and hugs for y'all.
Sew from Sri Lanka...",10
"I didn't have words describe this drama.
I love the two actors
the chemistry between them very beautiful
I can't wait each week for new episode ????????",10
This is as romantic as Colin firths Pride and prejudice. It pulls my heartstrings perfectly. Great story with no obvious way to resolve the conflicts. (Love that I am spending time wondering what will happen next and then being surprised by what actually happens!) Very well crafted (I particularly love the music). Super cast. I'm on episode 8 and it's a 10/10 so far. Irish romantic comedy fan.,10
If you're looking for a drama with a different storyline and a different atmosphere it would be a perfect choice.The actors play natural and they won't disappoint you.There is always a beautiful smile on my face each time I watch an episode.I haven't watched the whole episodes yet but sure will love it till the end.,8
"What a unique story!! Imagine a rich businesswoman from S Korea goes paragliding in her freetime to de-stress and gets caught in a tornado that blows her into N Korea. She gets rescued by a handsome army guy and his rag-tag troop of subordinates (belovedly nicknamed ""the ducklings""). The army captain ends up having to rescue her and protect her many times over, and she continuously stymies and befuddles this straight-laced, Joe Friday, ""Just the facts, Ma'am"", pragmatic officer.Americans: Get past the one-inch barriers called subtitles and allow the looooong, dramatic pauses to roll off your shoulders (there aren't as many as other K shows). The characters are so well written that you will love them all. Even the bad guy played by Man-Seok Oh is sooooo good at being bad (not to mention a cutie too). You get all you could ever want in an entertaining show with this one. Give it a whirl!!!",10
Best actors! best drama ever! Totally worth to watch! Only love for these people! ?????,10
"I don't watch korean series much! just randomly play this series on netflix, but this is exception. the more episode i seen .. i the more i am in love with the story line, characters of each role and many more.Hyu Bin & Sonye Jin you guys are rock! Congrats for making korean series worldwide via Netflix",10
"With this KDrama, we have a proven team: terrific writer, director, co-stars, and cast in a delightful love story but also lots of fun with the captain's squad, the village ajummas, a really evil bad guy, and jokes and teasing. These charms are combined with the longing for reunification that handles both North and South Koreans with love and respect. And both leads are at their most beautiful and talented. I swear Hyun Bin has never been better with that quiet, low voice, steady eyes, and sly smile taking every scene but never dominating. And, of course, Son Ye Jin is wondrous: beautiful, brilliant, touching, and hilarious. This series is a treat.",10
The best so far...Watched the whole 8 episode in one seating. Looking forward to next episodes thinking what would happen next!! The story line is unpredictable. They are all soooo good and beautiful. I love the funny scenes especially Se Ri's cuteness. Even Captain Ri's father scenes were so funny even they're not trying to.Please continue to produce more!!!,10
"I could write an essay about this drama, and we're only on episode ten. I'm a very critical person and it sucks because it's hard not to find fault in almost everything. I've been waiting for that dissapointing moment since episode one, and I'm baffled but still waiting. So far this show has literally been perfect, at least for me. The casting and acting have surpassed even my high expectations, the settings have been jaw dropping, the attention to detail when it comes to North Korea, even though it's not, it totally sells it that it is. You can tell the writer really took out all the guns on this one and tried to do her best work, and it shows. True, there's still six episodes so anything could happen, but it's hard to imagine how this show could miss the mark when it has done sooo well so far. Not one episode has disappointed, not one characters, not one scene, not one line delivery. I foresee this show becoming an all time best, and if it doesn't it'll be a crime. If you like K Dramas, I dont see how you can not enjoy this show even a little bit.",10
I am in the middle of this Kdrama and can't wait each week for the next episode. The stars Hyun Bin and Ye Jin Son are such good actors but the supporting cast is what I really enjoy. His soldiers and Jung hy un keep me laughing in every episode. It gets you through the tense moments. Such good character actors makes the whole series great. I highly recommend this show.,9
Can't give enough of it. I'm hoping they have a season 2 after ending the first season,10
"Recommend giving this KDrama a try. It's an entertaining combination of fluff, romance, drama, and political/police procedural. The cast and characters they portray are engaging and fun to watch (even the ""over the top"" villain). Looking forward to seeing how the story will resolve considering the complexity of the North/South Korea situation. Can't wait for to the next episodes to air on Netflix.",10
"One of the most well written and acted Korean dramas I have ever seen! The main couple have SO much chemistry and are such a good match despite their differences. There are multiple story lines and characters but they fit so well together. My favorite characters (besides the main couple) are the soldiers helping Captain Ri and the group of women from the military camp. So funny!The plot includes what life might be like in North Korea and it's fascinating! Power outages, hopping salespeople for when the train breaks down, strict dress/hair code, etc. They come from different worlds and it's interesting to see them each discover the other's world. Absolutely brilliant!",10
"So far, the best kd i have seen. No idle moment! Superb storyline, best & good looking actors esp Hyun Bin. He's a total package! From head to toe, ooh la la especially when he smiles, with those 2 cute dimples! OMG he's oozing with sex appeal.. Oh Hyun Bin, muy guapito .",10
"Writer Park Ji Eun has done it again. She has written a drama sure to be on the Top Ten Classics of KDrama list for a long time, right up there with her other mega-hit 'You Who Came from the Stars'. Brilliant casting, clever writing, side splitting comedy and a multitude of Easter eggs hidden everywhere put this right at the top of my top 10 Kdramas to date. This KDrama is as good as it gets It is what brought me to KDrama so many years ago. A must-see for all drama fans! Do not miss this one - a classic!",10
"The drama is really amazing and the leads and other characters are just perfect .For the very first time, i really find some real chemistry between main leads .
They look really cute together and i really wanna appreciate the writer of this drama.
Hyunbin and son yejin both are really really good actors as they make me fall in love with their chemistry every time i watch them together.
This drama and our leads really deserve awards . Hope to see this couple (hyunbin and sonyejin)again in some dramas and best of luck to crash landing on you team",10
"I'm in a very depressing situation at the moment. But, I tell you, viewers. This is something you wouldn't wanna miss seeing in the whole world. This drama is very inspiring! It makes you laugh, it makes cry. Like you can't just wait for the next episode. The main characters and supporting actors are AMAZING! Specially those 5 stooges. They are so funny! Thank you Directors and Producers, Cast for making this drama. IT'S THE BEST DRAMA I HAVE EVER WATCHED SINCE BOYS OVER FLOWERS.",10
I would definitely recommend this drama to all of my families and friends !,10
"So it's hard writing this review, as I'm not sure what K-dramas are meant to be... So anyone else new to this genre i'll summarise and you can decide for yourself.tonnes of unrealistic drama and gossip... think Home and Away if you are an Aussie or Britwoman gets constantly saved by guyset in North Korea and South Korea. Would love to know the research completed to show North Korea...they showcase the role of fate.. timelines and events seem a bit confused... did you take a pic of the couple twice, at different spots and both times think the other girl wasn't good enough? But at another time, on the same trip, you heard him play music and it changed you forever?Anywho, if you want a teenage drama type show that is easy viewing go for it or if you want to experience K -drama as a newbie like me",6
"Fabulous love story. Yes it has all of the cliches of a K-drama with a woman and man, first disliking each other than falling in love, an evil and dysfunctional. Chaebol family, a jealous girlfriend but it is set in a most uncliched location, North Korea. Lots of action, laughter, intrigue and thrills. Hyun Bin is to die for as the intelligent, handsome, upright North Korean soldier. Son Ye Jin is the whip smart, beautiful chaebol daughter. Watching them come together is a joy to watch.",10
This is my first kdrama and I have to say I absolutely love this show! I need 1000 more seasons of it,10
"If you have been watching this show, you have cried at all the touching moments many times. I really love this love show. The MC's are both really endearing. A superb love story with a little suspense. It's not really about being realistic, it's about relationships, and fate of two people meant to be together.",10
"Love love love this so far....The story is very well written and unique, having grow up in a communist country I was having flashbacks in a good way .. almost nostalgic.. from power cuts, to the school kids with the red scarfs around theirs necks .. too funnyThe cinematography and color grade of the film are outstanding. Setting (Sets) is outstanding tooThe cast ... all of the cast .. are absolutely outstanding. Hyun Bin and Son Ye-jin are the darlings of the k drama world and not without merit. kim jung hyun is so handsome , and the four guys playing Ri's subordinates are hilarious.
Actually this is the first korean romantic comedy I've seen where the humor is not lost in translation and I was able to get it.Netflix is up to the 13th episode now and I hope the ending is good because this far it's a total gem",10
"After sometime i am addicted to a K Drama again. This story is full of surprises and most of all, every episode has a beautiful twist and we wait with suspension. The main actors Hyun Bin and Son Jin are great with their performance and bring the real two characters to life. Cannot think of any two other actors to do these roles.
The story line which takes place in two countries make you feel like there are two dramas within one drama and therefore there is no time to get bored.
All the other supporting characters do a great contribution in bringing the story to life and i believe this is a great masterpiece and i don't have any complains about anything by far.
It has all the components (thriller, Romance, Comedy) in exact right composition. Highly Recommend",10
"All actors played very well. Especially the main actors are so cute together. The plot is not boring ,romantic and funny in all episode.",10
U need to watch this yourself. Simply amazing. From the story to the actors. The comedy is just enough to keep you smiling in between.,10
"It has many things going for it that will keep both men and women waiting for new episodes. The action, comedy, and drama all have perfect timing and the actors are all great at their craft. Sixteen episodes is not enough for this show!",10
"SPOILER FREE Review!I am not Korean, so may be I don't notice all the Korean cliches. But that said, the series is beautifully shot in Mongolia, Switzerland and South Korea. Most episodes, and characters are well written, and one would easily fall in love with them.
It's light hearted, no references to sex or nudity and a lot of laughter with some beautiful romantic scenes. Also, it shows North Koreans as humans, am sure they are!",10
"Ok, so this show is simply amazing. It has the perfect pace in the show. The reason i say this is because many K-Dramas tend to lag during the middle of the season to meet the 16 episodes they want to end at. Now this show literally doesn't lag it really all connects well and is intense and you just want too see the next episode NOW but have to wait a week on netflix for the next two episodes (its so hard to wait!). The two mains are absolutely perfect. The other actors in this show do so well too. You really get involved in the characters because they give a good background even to not main characters they at least give you something about them and you really care about the characters in this show and want too see more! Def a must watch! Do it watch it now!",10
"Another korean drama that give me the vibe that hard to gain from other dramas. The chemistry, the plot, the cast, the place, the way they act, sooooo gooooooddddd!!! I really love this dramaa. This drama is freaking good. It has the feeling that hard to move on... And also become lot of peoples' favourite. I just don't want this drama to end...will be really missing them, all of the cast.",10
I made an IMBD account just to write a review for this show. This is my favorite K-drama!!! The story line and the actors and everything about this show is brilliant. I was hooked 5 minutes into episode1!! There's never a boring moment. Love the mix of comedy and action and romance. I also like that each episode is well over an hour long. Easily rated 10/10!!!,10
"I am more of a 13 Days in Benghazi kind of guy but this Korean Soap opera has me hooked the main actress is stunning, you will melt for sure. There is enough action to keep a guy interested.",9
"This is my first time reviewing - and this is my first time watching Korean drama TV show - something I never thought I would enjoy having grown up in Hollywood, but I am Super impressed! The 4 main characters are perfect in their roles, and the supporting actors were great! I love the build up from the first episode all the way to the end. It has cute interactions as well as heartbreaking ones, and just an overall enjoyable drama in Korean. I started watching other Korean tv shows but none of them are as well made as this one, I highly recommend this if it's your first time watching korean drama and hope you enjoy it as much as I did!The story is about a South Korean smart lady boss who happens to come from a wealthy family and meets a North Korean soldier after accidentally being swept away in a hurricane. Both actors were great in their roles, although I find the female actor Son ye jin a better actor, the male actor Hyun Bin is quite handsome and cute in his role. The supporting actors are all quite good and thought the director did a good job - especially with the build up of the story. Hope to see this group of actors again whether in a second season, or in another tv show. Very well done!! Love the show!!",10
Wish this drama was longer. Funny and cute. Really engages the audience to finish each episode,10
"The characters and storyline was superb! Congratulations to everyone on the CLOY team!
If you're familiar of KDramas this is one of the best to watch and if you're new to it this will get you hooked!",10
"What can I say about Crash Landing on You that hasn't been said already? For starters this drama belongs to the Premier Division of k drama IMO, in line with Secret Garden, You Who Came From the Stars, Legend of the Blue Sea. Not entirely coincidental these dramas were aided by respectively the same actor, Hyun Bin, and the same screen writer, Park Ji Eun. The question remains: what's so good about it? I think it is the right mix of story, actors & music.The StoryCrash Landing on You combines many proven genres that capture a worldwide audience from the start: action, romance, comedy, drama, tragedy, business, rags & riches. Moreover it is meticulously written according to the golden rules of screen writing:
1. Use the time of your audience in such a way that they will not feel their time was wasted
2. Give people at least one character to root for
3. Every character should want something, even if it is only a glass of water
4. Every minute must either reveal more of a character or advance the action
5. Start as close to the end as possible
6. Be a sadist. No matter how sweet your characters, make awful things happen to them to show what they are made of
7. Don't try to please the whole world, this only weakens your storyline
8. Give your audience as much information as possible in order to stay hooked.
The storytelling is also rock solid: boy meets girl - they get into trouble - things go from bad to worse - there is a closure but at the same time it keeps us from knowing if new developments are good or bad, hoping for a sequel.The ActorsEven well written stories are made or broken by the cast. In this case the acting of each and everyone was on point. I can't imagine any other actor playing the lead than Hyun Bin (the stern and sturdy North Korean army officer Ri Jung Hyuk) and Son Ye Jin (the sophisticated South Korean chaebol heiress Yoon Se Ri). Also the supporting cast did a great job, with honorable mentions for Yang Kyung Won (sergeant Pyo Chi Su who speaks North Korean to a T according to North Korean defector Kang Nara) and Bang Eun Jin playing the emotionally scarred mother of Se Ri.The MusicSo, we've got our story and the right actors, but the soundtrack is the cherry on top. No surprise this soundtrack leads the Top 10 of most downloaded OST's of ALL TIME at the moment I'm writing this review.RewatchSometimes I can forget a story as soon as the clue has been reached, but I think I will definitely rewatch this drama. There are many layers in the episodes that deserve a re-run.VerdictOverall, if you haven't seen this already, go watch it, and get in line with others who are longing for The Sequel.",9
"""If you give up on waiting, the pain of loss will kill you. That's why I wait."" -Captain Ri.Most people who have watched the entire series, love CLOY, which is one of KDrama's finest series, for some of the following points:1. The writer, Park Ji-eun, who also gave us ""You Who Came from the Star"" is one of the best, knowing how to balance drama, comedy, themes, and closure while keeping her audience intrigued and in love with her characters. The director, Lee Jeong-hyo, who has worked on many series and movies, kept everything focused and carefully paced so that the series steadily evolved each week.2. The cast is one of the best I've seen with immensely beautiful and talented leads, warm, hilarious village ajummas, and Capt. Ri's delightful squad, dubbed ""the ducklings""-all of whom became a family for one another and for the viewers.3. Themes varying from the pain of losing family, being abandoned and becoming a street orphan all the way to the belief in a Zen appreciation for patience and waiting, also kindness, protection, sacrifice, and unconditional love. The themes drive the plot, and the cast brought everything to life, making us impatient for each weekend to finally roll around so we can see what happens next to our beloved characters, whether love, laughter, danger and heartbreak, we got on that train with them.4. A great story that keeps the reader interested, a love story whose premise was there from the beginning and revealed brilliantly in the steady epilogues. But also the comedy of the sidekick-and the horror of the bad guy consumed with envy and jealousy that destroys innocence and beauty, making this the classical struggle between good and evil embraced by every generation since time.5. The touching, beautiful OST, which many fans have downloaded. The piano piece ""Song for My Brother"" leaves me in tears every time.6. A wealthy, beautiful but hurt woman who learns to love herself as well as others, who can be hilarious and sassy, yet who finds strength in loving and protecting the most amazing man-Capt. Ri.7. A beautiful man, a pianist who becomes an army officer, a quiet philosopher and tomato plant caretaker with a ""low voice""-the kindest man I believe I've ever seen in any narrative-who adores the hurt woman, knows who she is, finds her, protects her, and loves her no matter what evil, what danger threatens them. Yes, he sounds too good to be true. . . . .but he's not. The whole world is in love with Capt. Ri because Hyun Bin developed him and made us believe that such a man can exist.",10
I have watched a few Korean dramas in the past and they have been fine. This one however is endearing and well put together. The main actors have good chemistry and do a splendid job. The supporting actors are great too and well defined too. This is storytelling at its best. Watched every episode hoping for more. Hoping there's a season 2 because I'll really miss this series. Well done and thanks Netflix!,9
Must watch k-drama of 2020.Storyline of drama is fabulous and all the character fits in their role . Its a must watch k-drama and one of my best k-drama,10
"Just watch it. It's got beautiful cinematography, great chemistry between all the characters, tender and funny moments, as well as commentaries on both N and S Korean societies. So good.",10
""" Crash landing on you "" was an excellent melodrama with a sweet romance.The first part of the drama was amazing. Sure, the first episode was a bit of a mess, as they were trying to fit in every back story in order to lead us to the big even of the female lead getting into North Korea by accident. And while we're at it, I would have liked if they had given a more in depth presentation of the main character's background and her relationship with her family, as the latter was a big part of her life and personality and a lot of twists were based on that rocky relationship.That said, the part where the leading lady was living in North Korea was really good. I don't know if the presentation of the country was accurate, but the one they gave us worked for the story. The romance had also a nice pace and it had enough intense and lovable moments. Yes, some of them were cheesy, but they were enjoyable. The side characters were adorable and they added a comedy element to the plot. The male lead had some funny aspects as well.Now, for the second part, it wasn't as good as the first part, but it was enjoyable. It had enough action and thriller to keep things interesting, and the side characters were simply pure entertainment. The second couple had some time to shine during the second part too, however, their ending was really disappointing, as it was rushed and not properly done.Finally, the settings and costumes were pretty good and the soundtrack perfect. The performances were really good from all the actors and actresses (this one was actually the only drama other than secret garden where I enjoyed the male lead, hopefully it won't be the last).So, overall, eight out of ten.",8
"I always love to watch KDrama. It has been awhile since I last watched one with Hyun Bin as the main character.. I so love him ever since the Secret Garden days.. Crash Landing on You has a perfectly unique storyline, a love story through the barricades of the North and South. Bravo!",10
"This is a top K show that we have watched in the past several years that fills your heart with joy, hope and humanity in each episode. It shows the humanity in all echelons of society, from poor to rich, from communist to capitalists, from military to playboy. The chemistry is incredible, the emotions are real, and the casting is perfect. Watching the show brings you the joy of being alive. Hats off to the director and entire team.",10
I never thought I would like it but it was an amazing series.,10
"Hyun Bin is a great actor. His onscreen chemistry with son yejin is amazing. Highly recommend. It is funny, touching,",10
"If you are new to K Drama , you wouldn't understand the reference , however it is a very good show to watch. I started watching these just last year ( damn, they are addictive ) , but I have noticed they are becoming far more mature and less Cinderella like, which explains why a 50+ year old guy like me can watch them. A must watch.",10
"The Best Series I Have Ever Watched
.
.
.The
.Best
.Series
.I
.Have
.Ever
.Watched",10
"This was my first Korean drama to watch, so I was not sure what to expect, as I watched it because Netflix kept suggesting it to me. The minute I started watching, though, I couldn't stop and binged on the episodes available till that date (13 episodes then!). The chemistry between the leads is amazing, and their acting beyond fantastic. As for the 'side' characters, for me they were an integral part of the series and not 'side' at all. On the contrary, they gave life to the story, especially the North Korean soldiers (the friends of Jeong-Hyeok), whether with their funny side or humane side. Most important though was the beautiful love story between Se-ri and Jeong-Hyeok, which made the first drastically change in character and the second go the extra mile and do what seems impossible to protect his love... let alone the love gestures he so silently offers to Se-ri (especially those shown in the last few episodes). All in all, it is well worth watching and rewatching many times. Definitely one of my all-time favs.",10
"Wonderful story, beautifully directed, brilliant writing, and incredible film locations and scenery in every episode. Hyun Bin and Son Ye Jin were exceptional in their performance together. Their characters Ri Jung Hyuk and Yoon Se Ri coupled with their acting made for one emotionally compelling, heartwarming love story. Similarly, the story would not have been as powerful if it were not for the entire cast: they were all amazing! Bravo to this fabulous production! Netflix does it again with their outstanding Original K-Drama! Cheers to a fantastic viewing selection! Loved it!",10
